NUTS3;Number of heating days;Average temperature during heating period;Number SFH;Number MFH;Appartment per SFH;Appartment per MFH;SHD_SFH;SHD_MFH;HWD_SFH;HWD_MFH;OTH_SFH;OTH_MFH
DE246;233;3,723444206;28785;3233;1,277297203;5,026909991;23074,45885;49711,69235;1609,880374;5026,909991;6439,521496;15080,72997
DE247;233;3,723444206;22407;2585;1,240148168;4,850290135;22709,6021;48634,2922;1563,058457;4850,290135;6252,23383;14550,87041
DE248;233;3,723444206;28450;3649;1,27887522;5,09591669;22509,52257;48672,26543;1611,869275;5095,91669;6447,477099;15287,75007
DE249;224;3,668061756;28565;3511;1,252371784;5,029621191;22811,23016;50295,49048;1578,464863;5029,621191;6313,859453;15088,86357
DE24A;224;3,668061756;20613;1416;1,272497938;4,138418079;23118,87708;40923,42009;1603,831474;4138,418079;6415,325896;12415,25424
DE24B;224;3,668061756;19775;2469;1,263666245;4,9981774;22427,84974;48815,57154;1592,700181;4998,1774;6370,800725;14994,5322
DE24C;233;3,723444206;18066;1927;1,256614635;5,21380384;23433,23397;53142,03533;1583,81247;5213,80384;6335,249881;15641,41152
DE24D;233;3,723444206;19527;3447;1,247042556;5,318247752;24056,2203;56472,65084;1571,74801;5318,247752;6286,992038;15954,74326
DE251;224;3,668061756;7465;2169;1,222505023;5,600507146;21915,82482;55043,30504;1540,821384;5600,507146;6163,285535;16801,52144
DE252;224;3,668061756;13760;5246;1,173328488;6,819767442;20658,80591;64015,26036;1478,840242;6819,767442;5915,360969;20459,30233
DE253;224;3,668061756;13005;5853;1,167704729;7,246283957;20310,54174;68666,76598;1471,752166;7246,283957;5887,008664;21738,85187
DE254;224;3,668061756;46897;24511;1,137748683;7,870445922;20688,87228;76638,93584;1433,996153;7870,445922;5735,984611;23611,33777
DE255;224;3,668061756;7907;1560;1,199822942;5,173717949;21432,581;49950,43209;1512,233332;5173,717949;6048,933329;15521,15385
DE256;224;3,668061756;48506;4414;1,252958397;5,059016765;21601,57518;47731,06553;1579,204219;5059,016765;6316,816876;15177,05029
DE257;224;3,668061756;33339;3999;1,231170701;5,221805451;20534,98645;47034,73077;1551,743434;5221,805451;6206,973735;15665,41635
DE258;224;3,668061756;26364;4212;1,217759065;5,679487179;20603,71062;51762,55229;1534,839671;5679,487179;6139,358684;17038,46154
DE259;224;3,668061756;40666;5545;1,217036345;5,754553652;21226,81082;54352,10819;1533,928768;5754,553652;6135,715073;17263,66096
DE25A;224;3,668061756;26771;2453;1,241791491;4,810843865;21524,65841;45863,5346;1565,129669;4810,843865;6260,518677;14432,53159
DE25B;224;3,668061756;32575;3279;1,215932464;5,012961269;20779,90345;46242,39466;1532,537458;5012,961269;6130,149832;15038,88381
DE25C;224;3,668061756;23705;2684;1,260620122;5,018815201;22015,65198;47973,74122;1588,860908;5018,815201;6355,443631;15056,4456
DE261;238;4,198932073;8505;4293;1,294767784;6,059748428;24290,54585;61867,52774;1631,899951;6059,748428;6527,599804;18179,24528
DE262;224;3,668061756;6054;3048;1,21374298;6,49835958;22262,10336;65054,80849;1529,777876;6498,35958;6119,111502;19495,07874
DE263;224;3,668061756;13291;6962;1,253479798;7,429833381;22223,19113;70444,71137;1579,861383;7429,833381;6319,445533;22289,50014
DE264;224;3,668061756;42341;5650;1,347393779;4,887256637;23331,81412;45858,31279;1698,228725;4887,256637;6792,914899;14661,76991
DE265;224;3,668061756;26522;3461;1,315473946;5,280988154;23005,68247;50056,99223;1657,997593;5280,988154;6631,990371;15842,96446
DE266;224;3,668061756;22290;2309;1,25482279;5,129709831;22083,63585;49274,51032;1581,554064;5129,709831;6326,216257;15389,12949
DE267;224;3,668061756;23468;2002;1,252769729;5,003246753;21893,25209;47772,48927;1578,966426;5003,246753;6315,865703;15009,74026
DE268;224;3,668061756;22616;2866;1,269543686;5,103454292;22400,59897;49507,34894;1600,107992;5103,454292;6400,431969;15310,36288
DE269;224;3,668061756;31895;4188;1,31694623;5,018385864;22927,25262;47497,57313;1659,85323;5018,385864;6639,412921;15055,15759
DE26A;224;3,668061756;34955;3479;1,295351166;4,722190285;22586,82537;44771,12471;1632,635234;4722,190285;6530,540938;14166,57085
DE26B;224;3,668061756;30123;3107;1,283836271;4,828130029;22306,79106;45517,69435;1618,122087;4828,130029;6472,488348;14484,39009
DE26C;224;3,668061756;40397;4690;1,29348714;4,756396588;22171,55501;44524,31104;1630,285853;4756,396588;6521,143412;14269,18977
DE271;224;3,668061756;24442;13553;1,159970543;7,620489928;20889,31059;73854,28693;1462,004149;7620,489928;5848,016596;22861,46979
DE272;237;3,023470464;7033;1998;1,127825963;6,53978979;21489,98194;65552,33111;1421,489751;6539,78979;5685,959004;19619,36937
DE273;237;3,023470464;7303;3226;1,18992195;6,760074396;22102,7035;67708,72903;1499,754316;6760,074396;5999,017264;20280,22319
DE274;224;3,668061756;7369;1714;1,151038133;6,573803967;20322,88177;62684,92634;1450,745915;6573,803967;5802,983658;19721,4119
DE275;224;3,668061756;33407;2744;1,19471967;5,120080175;20032,06427;46237,40965;1505,801268;5120,080175;6023,205072;15360,24052
DE276;224;3,668061756;58657;6638;1,166254667;6,10952094;19698,25537;55610,14575;1469,924536;6109,52094;5879,698145;18328,56282
DE277;224;3,668061756;27191;1624;1,16145048;5,661637931;19964,79821;52904,02694;1463,869433;5661,637931;5855,477732;16984,91379
DE278;224;3,668061756;33379;2710;1,165373438;5,633394834;20194,86705;52981,12214;1468,813853;5633,394834;5875,255412;16900,1845
DE279;224;3,668061756;36460;5452;1,188782227;6,14902788;20542,69931;56996,87169;1498,317832;6149,02788;5993,271327;18447,08364
DE27A;224;3,668061756;14375;4232;1,30066087;5,611531191;22544,73943;53415,32032;1639,327481;5611,531191;6557,309924;16834,59357
DE27B;224;3,668061756;34071;4798;1,219776349;5,371300542;20789,38776;49917,86461;1537,382216;5371,300542;6149,528865;16113,90163
DE27C;224;3,668061756;39056;3052;1,152959853;5,012287025;19722,48722;47177,04387;1453,168013;5012,287025;5812,67205;15036,86107
DE27D;224;3,668061756;35657;2635;1,201671481;5,099240987;20696,81868;47760,08899;1514,563195;5099,240987;6058,25278;15297,72296
DE27E;237;3,023470464;28503;8667;1,298740483;5,667762778;23597,41439;56309,61258;1636,907064;5667,762778;6547,628256;17003,28834
DEC01;238;4,198932073;68412;15945;1,281924224;5,69062402;25428,8958;61807,9531;1615,71218;5690,62402;6462,848719;17071,87206
DEC02;238;4,198932073;34776;1471;1,167097999;3,99932019;22044,2568;41220,16683;1470,987455;3999,32019;5883,94982;11997,96057
DEC03;238;4,198932073;38346;4262;1,285192719;5,195565462;25260,91641;55936,2939;1619,831727;5195,565462;6479,326908;15586,69639
DEC04;238;4,198932073;60575;4547;1,22091622;4,743017374;23576,69316;49901,01221;1538,818886;4743,017374;6155,275545;14229,05212
DEC05;238;4,198932073;43936;3609;1,22776311;5,413826545;23846,73935;56957,97661;1547,448573;5413,826545;6189,794292;16241,47963
DEC06;205;4,195670732;29394;1363;1,233653126;4,153705062;20419,92012;37440,15248;1554,872234;4153,705062;6219,488937;12461,11519
DE300;205;4,195670732;176655;140583;1,101067052;9,214513846;17868,93478;82099,57654;1387,763343;9214,513846;5551,053371;27643,54154
DE401;205;4,195670732;8584;4353;1,114049394;7,332988743;17918,31919;67497,00505;1404,126033;7332,988743;5616,504133;21998,96623
DE402;205;4,195670732;10465;4593;1,13473483;8,187459177;17318,94355;69863,90612;1430,197552;8187,459177;5720,790207;24562,37753
DE403;205;4,195670732;5568;2746;1,111889368;8,282592862;17142,03563;71707,34996;1401,403578;8282,592862;5605,614313;24847,77859
DE404;205;4,195670732;12176;7759;1,130913272;7,969583709;17101,46798;67665,16337;1425,380934;7969,583709;5701,523737;23908,75113
DE405;205;4,195670732;42994;5728;1,099432479;6,845321229;16331,23321;57877,76277;1385,703159;6845,321229;5542,812638;20535,96369
DE406;205;4,195670732;43223;4689;1,113018532;6,620814673;16937,34267;57381,13368;1402,826754;6620,814673;5611,307017;19862,44402
DE407;205;4,195670732;29725;3544;1,198553406;6,3501693;20042,82748;60963,00305;1510,633235;6350,1693;6042,532938;19050,5079
DE408;205;4,195670732;39599;5052;1,104977398;6,426266825;16551,83469;55047,98814;1392,691867;6426,266825;5570,767469;19278,80048
DE409;205;4,195670732;50872;5818;1,096005661;6,715795806;16617,55781;57566,13;1381,384066;6715,795806;5525,536262;20147,38742
DE40A;205;4,195670732;49935;6802;1,10401522;6,541311379;16559,36955;56046,4491;1391,479156;6541,311379;5565,916625;19623,93414
DE40B;205;4,195670732;24343;4931;1,158115269;7,358243764;19186,64162;69558,42001;1459,665799;7358,243764;5838,663195;22074,73129
DE40C;205;4,195670732;42774;6185;1,119862533;7,173484236;17278,14063;62689,21801;1411,4528;7173,484236;5645,811199;21520,45271
DE40D;205;4,195670732;24602;4036;1,130273961;6,510406343;18319,09179;60486,29954;1424,57516;6510,406343;5698,30064;19531,21903
DE40E;205;4,195670732;55913;5169;1,117736483;6,291642484;16949,53188;54612,7993;1408,773168;6291,642484;5635,092673;18874,92745
DE40F;205;4,195670732;21261;3278;1,146559428;6,26876144;19148,9722;60567,00977;1445,101043;6268,76144;5780,404172;18806,28432
DE40G;205;4,195670732;29020;4576;1,163955892;6,841564685;18576,67476;62138,85846;1467,027206;6841,564685;5868,108824;20524,69406
DE40H;205;4,195670732;38761;5740;1,126131937;6,614372822;17367,89572;58439,87924;1419,354633;6614,372822;5677,418532;19843,11847
DE40I;205;4,195670732;26279;5144;1,121085277;7,414463453;18113,41728;67442,99782;1412,993922;7414,463453;5651,975689;22243,39036
DE80N;218;4,814908257;4007;3031;1,121287746;8,225338172;17841,95403;72197,52411;1413,24911;8225,338172;5652,996442;24676,01452
DE80J;218;4,814908257;5125;3014;1,089365854;8,521068348;17056,87009;72954,59721;1373,015382;8521,068348;5492,061529;25563,20504
DE803;205;4,195670732;11290;9776;1,109034544;8,682436579;16930,83194;73249,28761;1397,805414;8682,436579;5591,221656;26047,30974
DE804;205;4,195670732;7394;5848;1,121720314;7,965800274;16947,87806;67309,46029;1413,79431;7965,800274;5655,17724;23897,40082
DE80L;218;4,814908257;5564;2940;1,098849748;8,377721088;18193,6373;76428,71628;1384,968697;8377,721088;5539,874789;25133,16327
DE80M;218;4,814908257;4518;2834;1,140106242;7,19460127;19027,03706;66774,78912;1436,967573;7194,60127;5747,870293;21583,80381
DE80K;218;4,814908257;31498;3619;1,118483713;6,348300636;17201,56418;54643,30477;1409,714962;6348,300636;5638,859848;19044,90191
DE80J;218;4,814908257;20247;2950;1,118140959;6,739661017;19847,46408;67955,38725;1409,282961;6739,661017;5637,131846;20218,98305
DE80K;218;4,814908257;21654;3888;1,141405745;6,134902263;19649,81043;60608,38262;1438,605442;6134,902263;5754,421767;18404,70679
DE80O;218;4,814908257;31389;4088;1,148459651;6,157289628;19284,18798;59094,08356;1447,496047;6157,289628;5789,984189;18471,86888
DE80J;218;4,814908257;18457;3097;1,124722328;6,899095899;18614,28653;64460,44806;1417,577989;6899,095899;5670,311957;20697,2877
DE80J;218;4,814908257;14907;2626;1,141275911;6,77970297;19158,8332;64259,7726;1438,441801;6779,70297;5753,767204;20339,10891
DE80L;218;4,814908257;30538;3612;1,110616281;6,424003322;18481,92125;60074,943;1399,799005;6424,003322;5599,19602;19272,00997
DE80M;218;4,814908257;31636;3586;1,114711089;6,203290574;18172,41501;56789,3728;1404,96002;6203,290574;5619,840079;18609,87172
DE80N;218;4,814908257;27020;4269;1,129200592;6,576130241;18739,24122;61350,00824;1423,222306;6576,130241;5692,889225;19728,39072
DE80O;218;4,814908257;25434;3164;1,140363293;6,192635904;19404,06453;59953,97817;1437,291556;6192,635904;5749,166224;18577,90771
DE80L;218;4,814908257;13535;3338;1,166531215;7,079688436;18941,99524;63617,52384;1470,273092;7079,688436;5881,09237;21239,06531
DE80N;218;4,814908257;16173;2850;1,113893526;7,16245614;19554,99005;70758,9099;1403,92958;7162,45614;5615,718321;21487,36842
DED41;214;4,341063084;18271;13855;1,201302611;8,178166727;20191,41142;77863,65953;1514,098278;8178,166727;6056,393112;24534,50018
DED42;287;2,441695703;62707;20669;1,340791299;5,802772268;31193,69999;77979,38886;1689,907089;5802,772268;6759,628354;17408,3168
DED43;205;4,195670732;62703;16959;1,228521761;6,21148063;20277,42099;59074,45401;1548,404762;6211,48063;6193,619049;18634,44189
DED44;233;3,723444206;45902;13885;1,257200122;6,401980555;23908,74878;70428,45517;1584,550406;6401,980555;6338,201625;19205,94166
DED45;233;3,723444206;52832;20328;1,276726227;6,375172176;23973,40583;69196,58399;1609,160726;6375,172176;6436,642904;19125,51653
DED21;205;4,195670732;30704;26348;1,186262376;8,309776833;19105,23742;75786,64331;1495,141861;8309,776833;5980,567444;24929,3305
DED2C;233;3,723444206;66616;12174;1,207217485;6,674593396;22302,98673;70539,81643;1521,55327;6674,593396;6086,21308;20023,78019
DED2D;214;4,341063084;56088;13277;1,193071602;6,912404911;20737,3042;68738,89586;1503,724076;6912,404911;6014,896302;20737,21473
DED2E;205;4,195670732;46597;11950;1,21072172;6,640753138;19751,91938;61939,34543;1525,969939;6640,753138;6103,879757;19922,25941
DED2F;197;5,509581218;45867;12596;1,232476508;6,313512226;19117,51532;56145,91658;1553,389248;6313,512226;6213,556991;18940,53668
DED51;205;4,195670732;31153;28369;1,111417841;9,087771864;17736,6836;81894,42027;1400,809275;9087,771864;5603,2371;27263,31559
DED52;205;4,195670732;57323;11833;1,16804773;6,497464717;18616,34517;59213,0318;1472,184477;6497,464717;5888,737909;19492,39415
DED53;205;4,195670732;45017;8616;1,172201613;6,747446611;18807,91281;61747,14385;1477,41995;6747,446611;5909,679801;20242,33983
DEE01;205;4,195670732;14115;4700;1,124052426;7,562765957;18552,74659;72252,13852;1416,733659;7562,765957;5666,934636;22688,29787
DEE02;205;4,195670732;15730;13319;1,133439288;8,211314663;18441,93874;75536,45442;1428,564675;8211,314663;5714,258702;24633,94399
DEE03;205;4,195670732;20408;12427;1,110887887;7,962541241;17555,66281;71285,05896;1400,141332;7962,541241;5600,565326;23887,62372
DEE04;205;4,195670732;24194;3102;1,136686782;6,014667956;18745,63573;57024,25657;1432,657753;6014,667956;5730,631012;18044,00387
DEE05;205;4,195670732;40054;7716;1,158461078;6,55469155;19459,74335;63531,72074;1460,101649;6554,69155;5840,406595;19664,07465
DEE07;205;4,195670732;47758;6102;1,148352109;5,996886267;18426,19796;55206,5007;1447,360502;5996,886267;5789,442009;17990,6588
DEE08;205;4,195670732;38476;9756;1,202203971;6,3850451;20281,55685;61618,81148;1515,234335;6385,0451;6060,937341;19155,1353
DEE09;215;5,010445736;50918;10791;1,196570957;6,35775183;20781,34845;63109,53041;1508,134595;6357,75183;6032,538379;19073,25549
DEE06;205;4,195670732;25506;3572;1,127264173;6,315369541;18204,35805;58461,86023;1420,781682;6315,369541;5683,126726;18946,10862
DEE0A;205;4,195670732;39765;5372;1,156393814;6,432241251;19535,64971;61857,64336;1457,49611;6432,241251;5829,98444;19296,72375
DEE0B;205;4,195670732;47527;7379;1,147074295;6,306410083;18527,75484;58038,51022;1445,749971;6306,410083;5782,999883;18919,23025
DEE0C;205;4,195670732;46621;10259;1,151755647;6,310507847;19385,49693;61202,27486;1451,650255;6310,507847;5806,60102;18931,52354
DEE0D;205;4,195670732;30065;4817;1,143755197;6,455158813;18883,7796;61078,01031;1441,566645;6455,158813;5766,266581;19365,47644
DEE0E;205;4,195670732;35480;4940;1,169842165;6,446761134;19560,68552;62291,61658;1474,446148;6446,761134;5897,784592;19340,2834
DEG01;214;4,341063084;18139;10335;1,161806053;7,881325593;18930,99492;72833,65605;1464,317591;7881,325593;5857,270363;23643,97678
DEG02;214;4,341063084;8766;6040;1,182409309;7,639983444;19993,26082;72811,98435;1490,28553;7639,983444;5961,142121;22919,95033
DEG03;214;4,341063084;9301;5351;1,161918073;7,338067651;19386,1722;69857,70184;1464,458779;7338,067651;5857,835114;22014,20295
DEG04;233;3,723444206;5591;1637;1,231443391;7,843310935;23255,06686;84452,30261;1552,087127;7843,310935;6208,348509;23529,9328
DEG05;214;4,341063084;6857;3963;1,150794808;6,739843553;19528,70794;66078,79118;1450,439233;6739,843553;5801,756933;20219,53066
DEG0N;201;4,648984245;4760;2942;1,244537815;6,50917743;20479,35899;61661,3721;1568,591083;6509,17743;6274,364331;19527,53229
DEG06;214;4,341063084;24413;2597;1,229263098;6,58548325;20340,66575;61829,76494;1549,339128;6585,48325;6197,356511;19756,44975
DEG07;214;4,341063084;18773;2979;1,192723592;6,080563948;20674,36399;61367,7423;1503,285451;6080,563948;6013,141805;18241,69184
DEG0P;201;4,648984245;32984;3284;1,262339316;5,659866017;19988,39745;51255,95416;1591,027746;5659,866017;6364,110983;16979,59805
DEG09;264;3,460621843;25409;3856;1,199220749;6,37098029;25380,9834;77277,23845;1511,47434;6370,98029;6045,897359;19112,94087
DEG0A;205;4,195670732;22897;2557;1,150194349;6,463824795;19253,81664;61643,52946;1449,682426;6463,824795;5798,729702;19391,47438
DEG0B;233;3,723444206;33034;3724;1,244142399;5,705155747;23250,74536;61563,65872;1568,092708;5705,155747;6272,370831;17115,46724
DEG0C;201;4,648984245;29694;5740;1,223816259;6,441376307;19473,65677;58780,57128;1542,474039;6441,376307;6169,896158;19324,12892
DEG0D;214;4,341063084;19627;1959;1,140011209;6,493619193;19526,25712;63658,9744;1436,847796;6493,619193;5747,391184;19480,85758
DEG0E;214;4,341063084;17541;1815;1,263953024;5,433333333;21541,48405;53191,45881;1593,061632;5433,333333;6372,246528;16300
DEG0F;214;4,341063084;23417;4787;1,257462527;6,532274911;21509,28312;63793,0971;1584,881137;6532,274911;6339,524547;19596,82473
DEG0G;214;4,341063084;20989;3025;1,183905855;6,049421488;19918,89942;58354,82625;1492,171748;6049,421488;5968,686994;18148,26446
DEG0H;233;3,723444206;13669;2298;1,309971468;5,483899043;25191,0597;61335,10203;1651,062377;5483,899043;6604,249509;16451,69713
DEG0I;233;3,723444206;24310;5211;1,260962567;6,047975437;24026,9199;65957,55841;1589,292518;6047,975437;6357,170072;18143,92631
DEG0J;214;4,341063084;20282;3093;1,206488512;6,388296153;20537,42721;61881,00714;1520,634486;6388,296153;6082,537945;19164,88846
DEG0K;214;4,341063084;21505;3355;1,242687747;5,922205663;21851,92294;59922,22062;1566,259293;5922,205663;6265,037172;17766,61699
DEG0L;214;4,341063084;24151;4772;1,252246284;5,67717938;21723,6032;57023,45269;1578,306686;5677,17938;6313,226742;17031,53814
DEG0M;214;4,341063084;17936;5660;1,201995986;6,40909894;21066,49889;64544,63127;1514,972194;6409,09894;6059,888777;19227,29682
